00Z 01 05 2017, 0.00, 7.75
06Z 01 05 2017, 0.00, 9.11
12Z 01 05 2017, 45.37, 11.46
18Z 01 05 2017, 16.31, 13.65
00Z 02 05 2017, 0.00, 12.89
06Z 02 05 2017, 0.00, 15.52
12Z 02 05 2017, 0.00, 21.85
18Z 02 05 2017, 1.18, 14.42
00Z 03 05 2017, 0.00, 15.06
06Z 03 05 2017, 0.00, 13.92
12Z 03 05 2017, 2.73, 14.08
18Z 03 05 2017, 31.06, 15.90
00Z 04 05 2017, 0.00, 19.81
06Z 04 05 2017, 0.00, 21.21
12Z 04 05 2017, 0.00, 20.81
18Z 04 05 2017, 4.07, 19.41
00Z 05 05 2017, 0.00, 16.88
06Z 05 05 2017, 0.00, 16.15
12Z 05 05 2017, 10.55, 18.79
18Z 05 05 2017, 19.96, 18.83
00Z 06 05 2017, 6.83, 19.91
06Z 06 05 2017, 1.90, 20.58
12Z 06 05 2017, 1.95, 21.30
18Z 06 05 2017, 0.00, 20.25
00Z 07 05 2017, 0.00, 21.09
06Z 07 05 2017, 0.00, 20.72
12Z 07 05 2017, 0.00, 18.78
18Z 07 05 2017, 15.37, 17.91
00Z 08 05 2017, 0.00, 14.32
06Z 08 05 2017, 0.00, 15.59
12Z 08 05 2017, 1.64, 18.22
18Z 08 05 2017, 13.96, 12.33
00Z 09 05 2017, 0.00, 6.47
06Z 09 05 2017, 0.00, 8.14
12Z 09 05 2017, 0.00, 11.01
18Z 09 05 2017, 21.84, 9.82
00Z 10 05 2017, 0.00, 10.11
06Z 10 05 2017, 0.00, 13.40
12Z 10 05 2017, 10.13, 13.71
18Z 10 05 2017, 10.73, 13.90
00Z 11 05 2017, 0.00, 14.16
06Z 11 05 2017, 0.00, 12.24
12Z 11 05 2017, 0.00, 11.07
18Z 11 05 2017, 0.00, 11.82
00Z 12 05 2017, 0.00, 11.08
06Z 12 05 2017, 0.00, 12.93
12Z 12 05 2017, 0.00, 15.37
18Z 12 05 2017, 0.00, 20.51
00Z 13 05 2017, 0.00, 23.55
06Z 13 05 2017, 3.41, 26.08
12Z 13 05 2017, 419.01, 26.93
